tipo_entidad,fecha_corte,renglon,desc_renglon,saldo_a_la_fecha,riesgo_a_c,riesgo_b_c,riesgo_c_c,riesgo_d_c,riesgo_e_c,venc1_6,venc6_12,venc+12,year_month
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,OFICIAL O GOBIERNO,331826.92692,26,1,0,0,0,0.0,0.0,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2020-01-31,5,TARJETA DE CRÉDITO TOTAL,58429.054268,29153,1296,690,1171,1697,3318.426719,4876.420161,0.0,2020-01-01
ESTABLECIMIENTOS BANCARIOS,2018-08-31,5,CORPORATIVO,16846593.59532,1271,32,60,37,25,90242.014164,63965.36982,486004.692125,2018-08-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,FINANCIERO E INSTITUCIONAL,28633.332992,1,0,0,0,0,0.0,0.0,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2023-04-30,5,VIS PESOS TOTAL,47592.04600088,1214,16,15,4,6,1923.03025509,443.35210338,525.5133596,2023-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-07-31,5,MICRO MAYOR TOTAL,5689.869756,193,9,11,1,7,516.77516,0.0,0.0,2022-07-01
ESTABLECIMIENTOS BANCARIOS,2020-07-31,5,LEASING FINANCIERO TOTAL,1348.041742,19,3,0,5,1,43.674847,0.0,133.625703,2020-07-01
ESTABLECIMIENTOS BANCARIOS,2019-11-30,5,MICRO MAYOR TOTAL,468.469556,63,3,0,1,4,29.88522,0.0,0.0,2019-11-01
ESTABLECIMIENTOS BANCARIOS,2015-11-30,5,LIBRE INVERSIÓN,16087.560076,5970,208,144,271,341,711.623327,717.12236,0.0,2015-11-01
COMPAÑIAS DE FINANCIAMIENTO,2016-04-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,6879.956242,8,3,1,2,1,70.670177,0.0,228.791141,2016-04-01
ESTABLECIMIENTOS BANCARIOS,2022-02-28,5,PYMES,662228.520068,1296,221,73,118,102,17439.198493,12366.830018,126100.924435,2022-02-01
ESTABLECIMIENTOS BANCARIOS,2020-12-31,10,LIBRANZA EDUCATIVO,1357.185775,46,0,0,1,1,134.652702,0.0,0.0,2020-12-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,5,LIBRE INVERSIÓN,3710378.022065,353797,11555,10679,15961,6979,227596.413035,81793.393971,0.0,2021-11-01
ESTABLECIMIENTOS BANCARIOS,2021-06-30,5,MONEDA EXTRANJERA,670812.913349,239,13,3,10,6,1611.034079,2187.838265,4039.328197,2021-06-01
ESTABLECIMIENTOS BANCARIOS,2019-09-30,5,FACTORING,158789.663283,43,1,0,0,0,0.0,0.0,0.0,2019-09-01
INSTITUCIONES OFICIALES ESPECIALES,2021-06-30,5,OFICIAL O GOBIERNO,361753.24517,1,0,0,0,0,0.0,0.0,0.0,2021-06-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,5,NO VIS UVR TOTAL,94043.823532,2892,241,50,25,104,8466.800752,1018.750109,3575.535598,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2019-09-30,5,NO VIS UVR TOTAL,151.823116,5,1,0,0,1,9.005956,0.0,16.06666,2019-09-01
COMPAÑIAS DE FINANCIAMIENTO,2021-04-30,5,MICRO MENOR TOTAL,296040.63304,0,0,0,0,0,22213.789464,0.0,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,FACTORING,119568.323729,2639,45,17,9,1,571.381311,680.003024,74.025469,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,LIBRANZA TOTAL,24062.512351,2552,58,23,59,151,673.184319,1079.778668,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2021-04-30,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,34316.342473,473,0,0,0,0,40.115293,0.0,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,7738.554012,266,0,0,0,0,0.0,0.0,0.0,2020-02-01
ESTABLECIMIENTOS BANCARIOS,2022-05-31,5,CONSTRUCCIÓN TOTAL,83787.917033,129,16,5,13,0,886.995969,320.626475,657.930296,2022-05-01
ESTABLECIMIENTOS BANCARIOS,2022-09-30,5,NO VIS PESOS TOTAL,10763625.165685,83852,1110,516,793,1872,221466.89028779,42889.74095951,217128.79858352,2022-09-01
COMPAÑIAS DE FINANCIAMIENTO,2017-04-30,5,LIBRANZA TOTAL,450405.966321,0,0,0,0,0,6382.913791,7897.722239,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2022-12-31,5,CONSTRUCCIÓN TOTAL,264862.40952714003,44,0,8,3,5,0.0,191.83082333,19584.85092487,2022-12-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-11-30,5,MICROEMPRESA,7257.986272,70,10,2,4,6,459.6445,12.293637,301.746911,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,5,L. HAB. NO VIS PESOS TOTAL,211.807804,1,0,0,0,0,0.0,0.0,0.0,2020-03-01
COMPAÑIAS DE FINANCIAMIENTO,2016-04-30,5,FACTORING,15698.913211,18,0,0,3,0,0.0,269.216759,318.059732,2016-04-01
ESTABLECIMIENTOS BANCARIOS,2021-02-28,15,LIBRANZA OTROS,13348299.713163,345464,3064,1398,3897,6587,154388.44001,168298.614319,0.0,2021-02-01
ESTABLECIMIENTOS BANCARIOS,2021-04-30,5,LIBRANZA TOTAL,887781.751981,53083,664,891,352,1651,9043.592706,16901.408685,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,15,LEASING FINANCIERO VEHÍCULOS,1867496.211864,5594,172,57,342,240,19059.51499,15646.872251,30055.957591,2020-02-01
ESTABLECIMIENTOS BANCARIOS,2015-04-30,5,L. HAB. NO VIS UVR TOTAL,76252.829854,447,7,1,31,2,2565.048116,2263.451652,634.255437,2015-04-01
ESTABLECIMIENTOS BANCARIOS,2021-09-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1669.953655,161,0,0,0,0,0.0,0.0,0.0,2021-09-01
ESTABLECIMIENTOS BANCARIOS,2022-05-31,5,CONSUMO OTROS TOTAL,6325.448407,95967,537,291,441,5069,116.695597,3889.714645,0.0,2022-05-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,5,CONSUMO OTROS TOTAL,2439.292317,2775,252,125,147,153,262.786249,15.707262,0.0,2018-03-01
COMPAÑIAS DE FINANCIAMIENTO,2015-02-28,5,MICRO MAYOR TOTAL,5655.865944,257,14,11,3,0,526.368489,0.0,0.0,2015-02-01
COMPAÑIAS DE FINANCIAMIENTO,2016-05-31,5,CORPORATIVO,264804.994744,24,0,0,0,0,0.0,0.0,0.0,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2017-10-31,5,LIBRANZA TOTAL,30622.056068,943,12,95,102,4555,1151.638873,12060.869382,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,CONSTRUCCIÓN TOTAL,561852.630559,171,1,0,2,4,0.0,0.0,5321.169271,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,5,LIBRANZA TOTAL,2371977.286912,188682,2515,1718,4175,1800,35197.109434,3035.933491,0.0,2015-07-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,5,CORPORATIVO,1629755.747381,720,30,6,4,17,1823.741135,18675.456305,4374.554826,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2018-10-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,14358.515184,4913,148,70,116,138,706.15249,307.287862,0.0,2018-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-03-31,5,LIBRANZA TOTAL,234833.002051,29675,359,237,454,538,3851.982808,4121.506922,0.0,2016-03-01
ESTABLECIMIENTOS BANCARIOS,2020-12-31,5,CRÉDITO DE CONSUMO BAJO MONTO,3.219736,5,1,1,1,0,1.466428,0.0,0.0,2020-12-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,146570.511998,3166,0,1,0,0,88.385143,0.0,0.0,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2015-01-31,15,LEASING FINANCIERO VEHÍCULOS,37705.228513,33,7,1,0,1,1421.429645,1637.080388,44.74472,2015-01-01
ESTABLECIMIENTOS BANCARIOS,2017-04-30,5,LIBRANZA TOTAL,2718284.896557,187484,4441,2998,5733,3352,64501.192185,8941.952487,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2020-10-31,5,NO VIS PESOS TOTAL,937871.02881,8523,188,111,66,144,34660.41491,7797.487506,23734.880583,2020-10-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,5,FACTORING,2948.218057,12,0,0,0,0,0.0,0.0,0.0,2015-12-01
ESTABLECIMIENTOS BANCARIOS,2017-05-31,5,CONSUMO OTROS TOTAL,27996.060989,853,21,17,11,0,824.516618,33.218952,0.0,2017-05-01
ESTABLECIMIENTOS BANCARIOS,2019-12-31,5,FINANCIERO E INSTITUCIONAL,9064.881507,2,0,1,0,0,0.0,0.0,0.0,2019-12-01
COMPAÑIAS DE FINANCIAMIENTO,2017-03-31,15,LEASING FINANCIERO VEHÍCULOS,1075.710182,8,5,3,2,0,176.016633,35.689733,56.043851,2017-03-01
INSTITUCIONES OFICIALES ESPECIALES,2023-02-28,5,CONSUMO OTROS TOTAL,9905.64698312,789,25,39,78,42,417.683887,646.827637,0.0,2023-02-01
COMPAÑIAS DE FINANCIAMIENTO,2023-01-31,5,LEASING FINANCIERO TOTAL,48572.88542355,11,2,0,1,0,372.519356,0.0,193.683638,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2019-10-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,3338654.761009,392,19,7,45,22,90396.224834,64352.162158,78269.622307,2019-10-01
ESTABLECIMIENTOS BANCARIOS,2021-07-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,297458.236635,130244,10390,5970,2718,8049,16331.385175,3761.168335,0.0,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2016-06-30,5,MICRO MAYOR TOTAL,2547.486035,0,0,0,0,0,185.580381,0.0,0.0,2016-06-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,5,MONEDA EXTRANJERA,306023.152449,107,0,1,0,1,0.0,0.0,212.905167,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2020-10-31,5,NO VIS UVR TOTAL,583944.796496,5993,354,299,75,142,49751.135718,16883.643829,15858.843082,2020-10-01
COMPAÑIAS DE FINANCIAMIENTO,2022-02-28,5,CORPORATIVO,66240.735203,26,3,2,2,0,661.871651,2211.367691,110.386766,2022-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-05-31,5,CRÉDITO ROTATIVO TOTAL,3008.277994,645,24,21,2,7,203.191071,18.245947,0.0,2021-05-01
ESTABLECIMIENTOS BANCARIOS,2019-09-30,5,VIS PESOS TOTAL,2406813.977548,69505,1847,992,916,1562,112436.428783,21114.14336,55593.61757,2019-09-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,2221.859351,224,0,0,0,0,0.0,0.0,0.0,2015-07-01
COMPAÑIAS DE FINANCIAMIENTO,2020-04-30,5,CORPORATIVO,49655.3795,94,0,0,0,0,0.0,0.0,0.0,2020-04-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,CRÉDITO ROTATIVO TOTAL,603799.732008,46156,1870,1224,1749,708,46855.417131,55.894335,0.0,2017-07-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,MICRO MENOR TOTAL,219296.865255,33221,3964,1716,1170,3478,18956.860783,0.0,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,9830.000951,223,0,0,0,0,0.0,0.0,0.0,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,5,MICRO MAYOR TOTAL,392142.200267,12892,271,157,214,456,19536.230598,0.0,0.0,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,2040666.710073,371794,8639,5698,4367,19389,60849.310848,58480.326991,0.0,2022-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2015-04-30,10,LIBRANZA EDUCATIVO,5.835723,0,0,0,0,0,0.0,2.558357,0.0,2015-04-01
ESTABLECIMIENTOS BANCARIOS,2022-06-30,5,MICROEMPRESA,60389.540193,509,73,8,68,40,1341.446376,474.404194,2578.96623,2022-06-01
ESTABLECIMIENTOS BANCARIOS,2016-04-30,5,VIS UVR TOTAL,132009.199071,10724,971,321,106,204,15962.269843,2396.581232,3215.788628,2016-04-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,CONSTRUCCIÓN TOTAL,30977.448481,655,13,12,21,10,546.056306,529.115859,2156.051368,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,MICRO MENOR TOTAL,452691.203187,92539,2369,1454,1106,5720,35279.446993,0.0,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,EMPRESARIAL,4012.717153,30,5,2,2,5,154.590509,2e-06,5e-06,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2017-10-31,5,MICRO MAYOR TOTAL,249155.735557,10412,154,128,74,528,11598.524076,0.0,0.0,2017-10-01
INSTITUCIONES OFICIALES ESPECIALES,2022-04-30,5,CONSTRUCCIÓN TOTAL,43962.301435,3,2,2,2,1,0.0,0.0,13353.428075,2022-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-05-31,5,PYMES,111758.689252,184,46,17,23,3,2221.424787,329.608519,619.394622,2022-05-01
ESTABLECIMIENTOS BANCARIOS,2018-02-28,5,CONSUMO OTROS TOTAL,89899.583758,13148,1246,1196,1073,2064,21661.888805,305.147716,0.0,2018-02-01
ESTABLECIMIENTOS BANCARIOS,2019-01-31,5,OFICIAL O GOBIERNO,35.350649,2,0,0,0,0,0.0,0.0,0.0,2019-01-01
COMPAÑIAS DE FINANCIAMIENTO,2019-05-31,5,TARJETA DE CRÉDITO TOTAL,2634680.032667,0,0,0,0,0,217078.754357,4616.069677,0.0,2019-05-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,14343.675419,8547,339,238,179,206,1210.900392,237.481373,0.0,2015-12-01
COMPAÑIAS DE FINANCIAMIENTO,2018-04-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,27348.867975,23,1,0,4,0,73.103008,0.0,190.770821,2018-04-01
ESTABLECIMIENTOS BANCARIOS,2015-08-31,5,OFICIAL O GOBIERNO,1978619.050676,103,4,2,1,4,0.002522,59.041748,0.0,2015-08-01
ESTABLECIMIENTOS BANCARIOS,2017-08-31,20,OTROS CONSTRUCCIÓN,80180.937024,10,0,0,0,0,0.0,0.0,0.0,2017-08-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,NO VIS UVR TOTAL,407543.94134558,3642,210,134,243,189,31741.84948637,11202.94286913,20426.83114978,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2021-02-28,5,MONEDA EXTRANJERA,69812.770901,23,0,0,0,0,0.0,0.0,0.0,2021-02-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,25,LEASING FINANCIERO OTROS,863503.064821,724,26,21,2,1,9976.061719,2.625076,570.568862,2015-06-01
ESTABLECIMIENTOS BANCARIOS,2022-08-31,5,LEASING FINANCIERO TOTAL,21186366.2374988,33860,947,266,898,750,224156.090891,145858.79559502,309301.17436107004,2022-08-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,34233.606952,12426,168,47,66,43,833.003834,300.416935,0.0,2020-04-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,5,LIBRANZA TOTAL,1213057.249965,77342,494,194,827,1226,16905.296094,21543.526594,0.0,2020-04-01
ESTABLECIMIENTOS BANCARIOS,2023-06-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,29652.415427,1128,13,1,2,0,0.0,0.0,0.0,2023-06-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,5,LIBRANZA VIVIENDA VIS TOTAL,67479.176614,2412,62,52,47,29,2944.206295,863.310352,760.009766,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,5,OFICIAL O GOBIERNO,1152173.050807,276,3,1,1,5,86.16638,0.0,3104.027541,2023-03-01
COMPAÑIAS DE FINANCIAMIENTO,2017-06-30,5,EMPRESARIAL,32758.513243,47,7,2,7,0,1006.071882,3834.841799,2272.031164,2017-06-01
ESTABLECIMIENTOS BANCARIOS,2019-01-31,5,CONSUMO OTROS TOTAL,879854.305682,87422,2978,2726,3018,3905,43150.737213,14195.850681,0.0,2019-01-01
ESTABLECIMIENTOS BANCARIOS,2016-03-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,2355.133107,1399,79,50,36,37,199.682685,53.18686,0.0,2016-03-01
ESTABLECIMIENTOS BANCARIOS,2019-10-31,5,MONEDA EXTRANJERA,1188118.421697,789,8,2,0,3,0.0,334.593848,66.537134,2019-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-01-31,5,FINANCIERO E INSTITUCIONAL,9961.89459,8,0,1,2,1,0.0,0.0,261.325004,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,MICROEMPRESA,498697.984594,3975,521,199,254,22,19397.418462,16730.213435,1499.112447,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2017-06-30,5,FINANCIERO E INSTITUCIONAL,2398522.381525,121,1,0,2,3,0.0,0.0,4.97636,2017-06-01
ESTABLECIMIENTOS BANCARIOS,2015-11-30,5,MICROEMPRESA,2723780.028168,28778,4998,5444,8984,2849,136190.851396,65399.109145,38957.541264,2015-11-01
COMPAÑIAS DE FINANCIAMIENTO,2016-01-31,5,MICRO MENOR TOTAL,11.550682,0,0,0,0,0,0.0,0.0,0.0,2016-01-01
COMPAÑIAS DE FINANCIAMIENTO,2022-03-31,5,FINANCIERO E INSTITUCIONAL,18615.905705,8,0,0,1,0,3274.910924,0.0,0.0,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2016-01-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,2233770.909142,1224,78,26,46,19,38746.153826,3160.015936,10434.935524,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2016-06-30,5,MICRO MENOR TOTAL,422.711994,74,7,6,4,37,110.166201,0.0,0.0,2016-06-01
ESTABLECIMIENTOS BANCARIOS,2015-04-30,5,CRÉDITO EMPLEADOS VIVIENDA VIS,1964.234022,69,2,2,0,3,78.182988,0.490938,23.413558,2015-04-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,CRÉDITO ROTATIVO TOTAL,31380.896815,5265,257,106,79,76,1833.917756,366.309533,0.0,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2019-09-30,5,LIBRE INVERSIÓN,3873529.062365,185120,3955,3586,4245,3762,182907.926492,18267.336994,0.0,2019-09-01
ESTABLECIMIENTOS BANCARIOS,2019-07-31,5,MICROEMPRESA,2751096.534962,39703,2351,1206,2983,1799,64608.681907,55591.158721,228138.575023,2019-07-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,732220.935569,282,28,13,24,19,17648.755578,12794.820147,43580.069719,2023-01-01
COMPAÑIAS DE FINANCIAMIENTO,2023-04-30,5,CONSTRUCCIÓN TOTAL,7685.337893,4,0,1,1,3,673.776197,0.0,1706.483949,2023-04-01
ESTABLECIMIENTOS BANCARIOS,2020-08-31,5,MICROEMPRESA,100209.54647,4093,151,52,115,14,3032.591799,1492.10813,710.350731,2020-08-01
COMPAÑIAS DE FINANCIAMIENTO,2018-04-30,5,PYMES,25529.855682,32,5,3,7,4,292.036341,2972.76757,2263.2784,2018-04-01
ESTABLECIMIENTOS BANCARIOS,2019-05-31,10,FINANCIACIÓN DE PROYECTOS VIALES DE 4G,1129375.388771,6,0,0,0,0,0.0,0.0,0.0,2019-05-01
COMPAÑIAS DE FINANCIAMIENTO,2019-05-31,5,LIBRANZA TOTAL,488556.514895,0,0,0,0,0,4673.157053,7063.136134,0.0,2019-05-01
INSTITUCIONES OFICIALES ESPECIALES,2019-10-31,5,OFICIAL O GOBIERNO,397500.0,2,0,0,0,0,0.0,0.0,0.0,2019-10-01
COMPAÑIAS DE FINANCIAMIENTO,2018-11-30,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,3289.711025,0,0,0,0,0,157.866256,43.125372,0.0,2018-11-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-06-30,5,NO VIS PESOS TOTAL,27507.325079,426,5,0,24,6,308.847826,265.271341,683.486851,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,5,FACTORING,1227657.037925,1805,53,10,20,1,3147.305506,1479.299637,1467.38459,2015-07-01
ESTABLECIMIENTOS BANCARIOS,2023-02-28,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,14065.90835821,160,0,0,0,0,0.0,0.0,0.0,2023-02-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,595053.487654,294607,13217,9085,11573,7675,41760.857391,482.468128,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2019-10-31,5,TARJETA DE CRÉDITO TOTAL,4663747.92614,1250470,35535,16892,20042,3844,196719.655152,10.267403,0.0,2019-10-01
COMPAÑIAS DE FINANCIAMIENTO,2021-04-30,5,LEASING FINANCIERO TOTAL,27429.127333,21,2,1,0,0,0.0,0.0,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,75125.954411,16,0,1,0,0,4.193221,0.0,0.0,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2019-03-31,5,MICRO MENOR TOTAL,226354.543199,40976,1559,981,1129,4928,28077.786645,0.0,0.0,2019-03-01
COMPAÑIAS DE FINANCIAMIENTO,2021-02-28,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,2244.387721,86,0,0,0,0,0.0,0.0,0.0,2021-02-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,TARJETA DE CRÉDITO TOTAL,3941631.140816,1057442,35855,15884,20622,4285,199011.58627,11.871586,0.0,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,821202.516268,68,2,1,6,11,18336.398596,3919.211487,36977.252843,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2020-10-31,5,MICROEMPRESA,34117.066859,9,0,0,0,0,0.0,0.0,0.0,2020-10-01
ESTABLECIMIENTOS BANCARIOS,2021-12-31,5,FINANCIERO E INSTITUCIONAL,8999.182795,0,1,0,0,0,0.0,0.0,0.0,2021-12-01
COMPAÑIAS DE FINANCIAMIENTO,2019-05-31,15,LIBRANZA OTROS,488556.514895,15753,126,153,77,353,4673.157053,7063.136134,0.0,2019-05-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,14800.661942,424,2,0,0,0,0.0,0.0,0.0,2015-10-01
COMPAÑIAS DE FINANCIAMIENTO,2019-06-30,5,PYMES,22869.271696,21,4,2,4,4,155.160094,1871.286613,1488.94872,2019-06-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,5,VEHÍCULO,41827.673707,1830,35,103,97,58,1708.628747,1831.892467,0.0,2020-02-01
COMPAÑIAS DE FINANCIAMIENTO,2022-08-31,5,LIBRE INVERSIÓN,19485.01571154,0,0,0,0,0,2345.97441054,865.77945252,0.0,2022-08-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,5,LIBRE INVERSIÓN,12.524971,0,0,1,0,10,2.261359,10.263613,0.0,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2017-04-30,5,PYMES,178560.504748,1087,80,33,50,137,3536.523895,1484.594454,7896.638445,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,EMPRESARIAL,455530.162167,175,10,4,3,2,5427.396778,165.099269,350.0,2017-07-01
ESTABLECIMIENTOS BANCARIOS,2020-01-31,5,MONEDA EXTRANJERA,188397.74471,22,0,0,0,0,0.0,0.0,0.0,2020-01-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1477.879643,62,0,0,0,0,0.0,0.0,0.0,2019-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-11-30,15,LIBRANZA OTROS,102672.279574,4458,160,251,49,66,4354.779692,706.589328,0.0,2022-11-01
COMPAÑIAS DE FINANCIAMIENTO,2019-12-31,15,LIBRANZA OTROS,86476.417179,2534,29,275,774,0,1462.92802,0.0,0.0,2019-12-01
ESTABLECIMIENTOS BANCARIOS,2022-04-30,5,OFICIAL O GOBIERNO,325467.647886,20,0,0,0,0,0.0,0.0,0.0,2022-04-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,FINANCIERO E INSTITUCIONAL,473342.002788,28,0,0,0,0,0.0,0.0,0.0,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2016-10-31,5,CONSUMO OTROS TOTAL,7307.949512,2458,173,65,97,238,489.21824,550.136158,0.0,2016-10-01
COMPAÑIAS DE FINANCIAMIENTO,2021-07-31,5,CORPORATIVO,51714.369859,73,0,0,0,0,0.0,0.0,0.0,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2015-03-31,5,CONSUMO OTROS TOTAL,8.450085,0,0,0,0,0,8.450085,0.0,0.0,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2018-02-28,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,118056.470141,1510,1,2,6,13,607.998306,412.311265,22.208984,2018-02-01
CORPORACIONES FINANCIERAS,2015-02-28,5,CORPORATIVO,169589.103378,9,0,0,0,0,0.0,0.0,0.0,2015-02-01
ESTABLECIMIENTOS BANCARIOS,2021-01-31,5,LIBRANZA TOTAL,67780.092042,2333,6,20,111,28,1391.913275,625.794245,0.0,2021-01-01
ESTABLECIMIENTOS BANCARIOS,2022-12-31,15,LIBRANZA OTROS,1617454.85056028,40713,786,570,2061,1312,52314.71247964,7364.32208976,0.0,2022-12-01
ESTABLECIMIENTOS BANCARIOS,2022-08-31,5,CONSUMO OTROS TOTAL,66402.71033291,1669,53,46,89,0,3422.9649179799994,143.78976415,0.0,2022-08-01
COMPAÑIAS DE FINANCIAMIENTO,2015-09-30,5,LIBRANZA VIVIENDA NO VIS TOTAL,50.471282,1,0,0,0,0,0.0,0.0,0.0,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,LEASING FINANCIERO TOTAL,45528.375981,61,16,5,13,2,978.161,160.228886,2059.968876,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,15,LIBRANZA OTROS,25861.144567,762,15,84,98,4525,1315.672323,11224.404696,0.0,2018-03-01
ESTABLECIMIENTOS BANCARIOS,2019-05-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,633581.046399,1704,118,54,83,248,9933.358197,3585.08241,9779.597652,2019-05-01
